"Protein Accession","DNA Accession","ARO Name","ARO Accession"
AAC60780.1,U46859,rosB,ARO:3003049
YP_208874.1,NC_002946.2,rpsJ,ARO:3003930
WP_004365056.1,NC_008463.1,sahH,ARO:3003910
AGN74946,KC693025,salA,ARO:3003749
NP_461214.1,NC_003197.1,"Salmonella enterica gyrA conferring resistance to fluoroquinolones",ARO:3003926
NP_462089.1,NC_003197.1,"Salmonella enterica parC conferring resistance to fluoroquinolones",ARO:3003939
ACH50230.1,CP001138,"Salmonella enterica ramR mutants",ARO:3003379
,AE006468,"Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin",ARO:3003512
NP_458564.1,NC_003198.1,"Salmonella enterica soxR mutants",ARO:3003382
NP_462735.1,NC_003197,"Salmonella serovars gyrB conferring resistance to fluoroquinolone",ARO:3003307
NP_462096.1,NC_003197,"Salmonella serovars parE conferring resistance to fluoroquinolones",ARO:3003317
NP_463130.1,NC_003197,"Salmonella serovars soxS mutants",ARO:3003383
BAD95494.1,AB211124,sat-1,ARO:3002895
CAA88265.1,Z48231,sat-3,ARO:3002898
AAB53445.1,U01945,sat-4,ARO:3002897
YP_186749.1,NC_002951,sav1866,ARO:3000489
NP_460903.1,NC_003197,sdiA,ARO:3000826
AAK63223.1,AF321608,"Sed1 beta-lactamase",ARO:3003561
AAT90847.1,AY590119,SFB-1,ARO:3003557
AAF09244.1,AF197943,Sfh-1,ARO:3000849
WP_063978071.1,NG_050600,sgm,ARO:3000862
NP_708120.1,NC_004337.2,"Shigella flexneri gyrA conferring resistance to fluoroquinolones",ARO:3003940
NP_708834.1,NC_004337.2,"Shigella flexneri parC conferring resistance to fluoroquinolones",ARO:3003941
ACR66323.1,FJ668814,SHV-1,ARO:3001059
CAQ03505.1,AM941846,SHV-100,ARO:3001338
ABV72593.1,EU155018,SHV-101,ARO:3001150
ABS72342.1,EU024485,SHV-102,ARO:3001151
ABS72351.1,EU032604,SHV-103,ARO:3001152
ABX71158.1,EU274581,SHV-104,ARO:3001153
ACI22621.1,FJ194944,SHV-105,ARO:3001154
CAQ03506.1,AM941847,SHV-106,ARO:3001155
CAQ03507.1,AM941848,SHV-107,ARO:3001156
ADR80606.1,HM751100,SHV-108,ARO:3001157
ACM04459.1,EU418913,SHV-109,ARO:3001158
CAA66729.1,X98101,SHV-11,ARO:3001070
AEK48094.1,HQ877615,SHV-110,ARO:3001159
BAF95849.1,AB372881,SHV-111,ARO:3001160
ACC99191.1,EU477409,SHV-112,ARO:3001161
AIG51284.1,KJ776406,SHV-119,ARO:3001340
CAI76927.1,AJ920369,SHV-12,ARO:3001071
AEG79634.1,JF812965,SHV-120,ARO:3001167
AEI83429.1,HQ661362,SHV-121,ARO:3001168
ACY70943.1,GQ290211,SHV-122,ARO:3001169
ACV32633.1,GQ390805,SHV-123,ARO:3001170
ACV32634.1,GQ390806,SHV-124,ARO:3001171
ACV32635.1,GQ390807,SHV-125,ARO:3001172
ACV32636.1,GQ390808,SHV-126,ARO:3001173
ACV32637.1,GQ390809,SHV-127,ARO:3001174
ADE58494.1,GU932590,SHV-128,ARO:3001175
ADE08533.1,GU827715,SHV-129,ARO:3001176
AAD43815.1,AF164577,SHV-13,ARO:3001072
BAI94487.1,AB551737,SHV-133,ARO:3001177
ADM25824.1,HM559945,SHV-134,ARO:3001178
ADR66517.1,HQ637576,SHV-135,ARO:3001179
AEI83430.1,HQ661363,SHV-137,ARO:3001181
AAG17550.1,AF226622,SHV-14,ARO:3001073
AEK80394.1,JN051143,SHV-140,ARO:3001182
AFC60795.1,JQ388884,SHV-141,ARO:3001183
AEX99752.1,JQ029959,SHV-142,ARO:3001184
AFQ32277.1,JQ341060,SHV-143,ARO:3001344
AFK93491.1,JQ926986,SHV-144,ARO:3001345
AFN88952.1,JX013655,SHV-145,ARO:3001185
AFQ23953.1,JX121114,SHV-147,ARO:3001186
AFQ23954.1,JX121115,SHV-148,ARO:3001187
AFQ23955.1,JX121116,SHV-149,ARO:3001188
CAB37325.2,AJ011428,SHV-15,ARO:3001074
AFQ23956.1,JX121117,SHV-150,ARO:3001189
AFQ23957.1,JX121118,SHV-151,ARO:3001190
AFQ23958.1,JX121119,SHV-152,ARO:3001191
AFQ23959.1,JX121120,SHV-153,ARO:3001192
AFQ23960.1,JX121121,SHV-154,ARO:3001193
AFQ23961.1,JX121122,SHV-155,ARO:3001194
AFQ23962.1,JX121123,SHV-156,ARO:3001195
AFQ23963.1,JX121124,SHV-157,ARO:3001196
AFQ23964.1,JX121125,SHV-158,ARO:3001197
AFQ23965.1,JX121126,SHV-159,ARO:3001198
AAC98092.2,AF072684,SHV-16,ARO:3001075
AFQ23966.1,JX121127,SHV-160,ARO:3001199
AFQ23967.1,JX121128,SHV-161,ARO:3001200
AFQ23968.1,JX121129,SHV-162,ARO:3001201
AFQ23969.1,JX121130,SHV-163,ARO:3001202
CCK86744.1,HE981194,SHV-164,ARO:3001347
AFQ23970.1,JX121131,SHV-165,ARO:3001203
BAM28879.1,AB733453,SHV-167,ARO:3001204
AFW16978.1,JX870080,SHV-168,ARO:3001352
AHA80958.1,KF513177,SHV-172,ARO:3001356
AHA80959.1,KF513178,SHV-173,ARO:3001357
AHA80963.1,KF705209,SHV-178,ARO:3001361
AHA80962.1,KF705208,SHV-179,ARO:3001362
AAF64386.1,AF132290,SHV-18,ARO:3001076
AJO16040.1,KP050487.1,SHV-180,ARO:3001350
AJO16041.1,KP050488,SHV-181,ARO:3001363
AJO16042.1,KP050489,SHV-182,ARO:3001364
CDN33427.1,HG934764,SHV-183,ARO:3001351
AIS67768.1,KM233164,SHV-185,ARO:3003152
AIS67769.1,KM233165,SHV-186,ARO:3003153
CEA29750.1,LN515533,SHV-187,ARO:3003154
CEA29751.1,LN515534,SHV-188,ARO:3003155
AJO16047.1,KP050494,SHV-189,ARO:3003156
AAF34333.1,AF117743,SHV-19,ARO:3001077
AAD37413.1,AF148851,SHV-2,ARO:3001060
AAF34334.1,AF117744,SHV-20,ARO:3001078
AAF34335.1,AF117745,SHV-21,ARO:3001079
AAF34336.1,AF117746,SHV-22,ARO:3001080
AAF34337.1,AF117747,SHV-23,ARO:3001081
BAA84973.1,AB023477,SHV-24,ARO:3001082
AAF37209.2,AF208796,SHV-25,ARO:3001083
AAF36719.1,AF227204,SHV-26,ARO:3001084
AAG01039.1,AF293345,SHV-27,ARO:3001085
AAG15384.1,AF299299,SHV-28,ARO:3001086
AAG49894.1,AF301532,SHV-29,ARO:3001087
CAA66730.1,X98102,SHV-2A,ARO:3001061
WP_063864673.1,NG_050068,SHV-3,ARO:3001062
AAT75225.1,AY661885,SHV-30,ARO:3001088
AAP33454.2,AY277255,SHV-31,ARO:3001089
AAK69828.1,AY037778,SHV-32,ARO:3001090
AFN82060.1,JX268631,SHV-33,ARO:3001091
AAK64187.1,AY036620,SHV-34,ARO:3001092
AAL68926.1,AY070258,SHV-35,ARO:3001093
AAL82592.1,AF467947,SHV-36,ARO:3001094
AAL82593.1,AF467948,SHV-37,ARO:3001095
AAL79576.1,AY079099,SHV-38,ARO:3001096
AAN77730.1,AY150585,SHV-39,ARO:3001097
AAN04882.1,AF535128,SHV-40,ARO:3001098
AAN04883.1,AF535129,SHV-41,ARO:3001099
AAN04884.1,AF535130,SHV-42,ARO:3001100
AAL40899.1,AY065991,SHV-43,ARO:3001101
AAP82228.1,AY259119,SHV-44,ARO:3001102
AAN39364.1,AF547625,SHV-45,ARO:3001103
AAO53445.1,AY210887,SHV-46,ARO:3001104
AAP03063.1,AY263404,SHV-48,ARO:3001105
AAS98184.1,AY528718,SHV-49,ARO:3001106
CAA39164.1,X55640,SHV-5,ARO:3001064
AAP41108.1,AY288915,SHV-50,ARO:3001107
AAP41944.1,AY289548,SHV-51,ARO:3001108
AEJ08681.1,HQ845196,SHV-52,ARO:3001109
AAT01223.1,AY590467,SHV-53,ARO:3001110
CAI10727.2,AJ863560,SHV-55,ARO:3001111
ACB73258.1,EU586041,SHV-56,ARO:3001112
AAO66446.1,AY223863,SHV-57,ARO:3001113
AAV66328.1,AY790341,SHV-59,ARO:3001114
CAA71948.1,Y11069,SHV-6,ARO:3001065
BAF92780.1,AB302939,SHV-60,ARO:3001115
CAI30650.2,AJ866284,SHV-61,ARO:3001116
CAI30651.2,AJ866285,SHV-62,ARO:3001117
ABY56290.1,EU342351,SHV-63,ARO:3001118
ABA06586.1,DQ174304,SHV-64,ARO:3001119
ABA06587.1,DQ174305,SHV-65,ARO:3001120
ABA06588.1,DQ174306,SHV-66,ARO:3001121
ABA06589.1,DQ174307,SHV-67,ARO:3001122
ABA06590.1,DQ174308,SHV-69,ARO:3001123
AAA87176.1,U20270,SHV-7,ARO:3001066
AAY42633.1,DQ013287,SHV-70,ARO:3001124
CAJ47126.2,AM176546,SHV-71,ARO:3001125
CAJ47127.2,AM176547,SHV-72,ARO:3001126
CAJ47128.2,AM176548,SHV-73,ARO:3001127
CAJ47129.2,AM176549,SHV-74,ARO:3001128
CAJ47130.2,AM176550,SHV-75,ARO:3001129
CAJ47131.2,AM176551,SHV-76,ARO:3001130
CAJ47132.2,AM176552,SHV-77,ARO:3001131
CAJ47133.2,AM176553,SHV-78,ARO:3001132
CAJ47134.2,AM176554,SHV-79,ARO:3001133
AAB51384.1,U92041,SHV-8,ARO:3001067
CAJ47135.2,AM176555,SHV-80,ARO:3001134
CAJ47136.2,AM176556,SHV-81,ARO:3001135
CAJ47137.2,AM176557,SHV-82,ARO:3001136
CAJ47138.2,AM176558,SHV-83,ARO:3001137
CAJ32371.1,AM087453,SHV-84,ARO:3001138
ABC54571.1,DQ322460,SHV-85,ARO:3001139
ABC58727.1,DQ328802,SHV-86,ARO:3001140
ABA60809.1,DQ193536,SHV-89,ARO:3001141
AAB37395.2,S82452,SHV-9,ARO:3001068
ABH04327.1,DQ836922,SHV-92,ARO:3001144
ABN49110.1,EF373969,SHV-93,ARO:3001145
ABN49111.1,EF373970,SHV-94,ARO:3001146
ABN49113.1,EF373972,SHV-95,ARO:3001147
ABN49112.1,EF373971,SHV-96,ARO:3001148
ABN49114.1,EF373973,SHV-97,ARO:3001149
CAQ03503.1,AM941844,SHV-98,ARO:3001336
CAQ03504.1,AM941845,SHV-99,ARO:3001337
ACT66697.1,GQ288397,"SIM-1 beta-lactamase",ARO:3000846
AAT90846.1,AY590118,SLB-1,ARO:3003556
BAL14456.1,AB636283,"SMB-1 beta-lactamase",ARO:3000854
CAA82281.1,Z28968,SME-1,ARO:3002379
AAG29813.1,AF275256,SME-2,ARO:3002380
AAS92558.1,AY584237,SME-3,ARO:3002381
AHA49908.1,KF481967,SME-4,ARO:3002382
AHV85514.1,KJ188748,SME-5,ARO:3002383
AAD51344.1,AF173226,smeA,ARO:3003051
AAD51345.1,AF173226,smeB,ARO:3003052
AAD51346.1,AF173226,smeC,ARO:3003053
CAC14594.1,AJ252200,smeD,ARO:3003055
CAC14595.1,AJ252200,smeE,ARO:3003056
CAC14596.1,AJ252200,smeF,ARO:3003057
AAD51348.1,AF173226,smeR,ARO:3003066
AAD51347.1,AF173226,smeS,ARO:3003067
AGW81558.1,KC895984,spd,ARO:3002631
AJP77080,KP109680,SPG-1,ARO:3003720
CAD37801.1,AJ492820.1,SPM-1,ARO:3003793
CAA45050.1,X63451,srmB,ARO:3002828
BAA23130.1,AB008454,SRT-1,ARO:3002493
AAS07017.3,AY524276,SRT-2,ARO:3002494
CAG41107,BX571856,"Staphylococcus aureus agrA mutant conferring daptomycin resistance",ARO:3003803
YP_500802.1,NC_007795,"Staphylococcus aureus cls conferring resistance to daptomycin",ARO:3003074
YP_039483.1,NC_002952,"Staphylococcus aureus gyrA conferring resistance to fluoroquinolones",ARO:3003296
YP_039482.1,NC_002952,"Staphylococcus aureus gyrB conferring resistance to aminocoumarin",ARO:3003301
CAA52296.1,X74219,"Staphylococcus aureus ileS mutants conferring resistance to mupirocin",ARO:3003729
ADJ67256.1,HM140977,"Staphylococcus aureus mprF",ARO:3003769
ADJ67256,HM140977,"Staphylococcus aureus mprF mutations conferring resistance to daptomycin",ARO:3003319
CAG39357,KT372193,"Staphylococcus aureus mutant glpT conferring resistance to fosfomycin",ARO:3003901
CAG41169,BX571856,"Staphylococcus aureus mutant murA conferring resistance to fosfomycin",ARO:3003776
CAG39240,KT372207,"Staphylococcus aureus mutant UhpT conferring resistance to fosfomycin",ARO:3003902
CAG39047,BX571856,"Staphylococcus aureus mutant walK conferring daptomycin resistance",ARO:3003794
YP_040772.1,NC_002952,"Staphylococcus aureus parC conferring resistance to fluoroquinolone",ARO:3003312
BAA11086.1,D67075.1,"Staphylococcus aureus parE conferring resistance to aminocoumarin",ARO:3003314
YP_040771.1,NC_002952,"Staphylococcus aureus parE conferring resistance to fluoroquinolones",ARO:3003315
WP_001025093,NC_003923,"Staphylococcus aureus pgsA mutations conferring resistance to daptomycin",ARO:3003323
YP_039996.1,NC_002952,"Staphylococcus aureus rpoB mutants conferring resistance to daptomycin",ARO:3003287
YP_039996.1,NC_002952,"Staphylococcus aureus rpoB mutants conferring resistance to rifampicin",ARO:3003285
YP_039997.1,NC_002952,"Staphylococcus aureus rpoC conferring resistance to daptomycin",ARO:3003291
CAG39573,BX571856,"Staphylococcus mutant fusA gene conferring resistance to fusidic acid",ARO:3003735
ADL24064,CP002114,"Staphylococcus mutant fusE gene conferring resistance to fusidic acid",ARO:3003737
Q8DWT2,AE009948,"Streptococcus agalactiae mprF",ARO:3003774
AAK74984.1,AE005672,"Streptococcus pneumoniae parC conferring resistance to fluoroquinolone",ARO:3003311
AFC91828.1,JN645776,"Streptococcus pneumoniae PBP1a conferring resistance to amoxicillin",ARO:3003041
NP_359110.1,NC_003098.1,"Streptococcus pneumoniae PBP2b conferring resistance to amoxicillin",ARO:3003042
AFC91898.1,JN645706,"Streptococcus pneumoniae PBP2x conferring resistance to amoxicillin",ARO:3003043
AAL97684.1,AE009949,"Streptococcus pyogenes sulfonamide resistant folP mutants",ARO:3003387
CAA67349.1,X98831.1,"Streptomyces cinnamoneus EF-Tu mutants conferring resistance to elfamycin",ARO:3003359
CAA42594.1,X59968,"Streptomyces lividans cml",ARO:3002690
AAO47226.2,AF235050.4,"Streptomyces rishiriensis parY mutant conferring resistance to aminocoumarin",ARO:3003318
WP_003140159.1,NC_008463.1,sucC,ARO:3003911
AEJ33969.1,JF969163,sul1,ARO:3000410
AAL59753.1,AY055428,sul2,ARO:3000412
WP_063855569,NG_048113,sul2,ARO:3000412
ACJ63260.1,FJ196385,sul3,ARO:3000413
CAA03986.1,AJ000283,tap,ARO:3000343
WP_003095896.1,NC_008463.1,tatC,ARO:3003912
AAA67509.1,M80674,tcmA,ARO:3003554
BAA07390.1,D38215,tcr3,ARO:3002893
CAD09800.1,AL513383,TEM-1,ARO:3000873
AAC72362.1,AF093512,TEM-10,ARO:3000882
AAM18924.1,AF495873,TEM-101,ARO:3000964
AAK82652.1,AY040093,TEM-102,ARO:3000965
AAM61952.1,AF516719,TEM-104,ARO:3000967
AAM61953.1,AF516720,TEM-105,ARO:3000968
AAM52207.1,AY101578,TEM-106,ARO:3000969
AAM52215.1,AY101764,TEM-107,ARO:3000970
AAM28884.1,AF506748,TEM-108,ARO:3000971
AAT46413.1,AY628175,TEM-109,ARO:3000972
AAW66604.1,AY874537,TEM-11,ARO:3000883
AAL68923.1,AY072920,TEM-110,ARO:3000973
AAL77062.1,AF468003,TEM-111,ARO:3000974
AAS89982.1,AY589493,TEM-112,ARO:3000975
AAS89983.1,AY589494,TEM-113,ARO:3000976
AAS89984.1,AY589495,TEM-114,ARO:3000977
AAN04881.1,AF535127,TEM-115,ARO:3000978
NP_052129.1,NC_002156,TEM-116,ARO:3000979
AAN05026.1,AY130282,TEM-117,ARO:3000980
AAN05029.1,AY130285,TEM-118,ARO:3000981
AAA25053.1,M88143,TEM-12,ARO:3000884
AAO85882.1,AY243512,TEM-120,ARO:3000982
AAQ01671.1,AY271267,TEM-121,ARO:3000983
AAQ98890.1,AY307100,TEM-122,ARO:3000984
AAQ93490.1,AY327539,TEM-123,ARO:3000985
AAQ93491.1,AY327540,TEM-124,ARO:3000986
AAT46414.1,AY628176,TEM-125,ARO:3000987
AAT45742.1,AY628199,TEM-126,ARO:3000988
AAR89358.1,AY368236,TEM-127,ARO:3000989
AAR89359.1,AY368237,TEM-128,ARO:3000990
CAG34105.1,AJ746225,TEM-129,ARO:3000993
CAI29263.1,AJ866988,TEM-130,ARO:3000994
AAR10958.1,AY436361,TEM-131,ARO:3000995
AAR84298.1,AY491682,TEM-132,ARO:3000996
AAS19171.1,AY528425,TEM-133,ARO:3000997
AAS79107.1,AY574271,TEM-134,ARO:3000998
CAG25427.1,AJ634602,TEM-135,ARO:3000999
AAV83795.1,AY826417,TEM-136,ARO:3001000
CAL08007.1,AM286274,TEM-137,ARO:3001001
AAW47922.1,AY853593,TEM-138,ARO:3001002
AAZ23494.1,DQ072853,TEM-139,ARO:3001003
AAX56615.1,AY956335,TEM-141,ARO:3001004
ABD60314.1,DQ388882,TEM-142,ARO:3001005
AAY85632.1,DQ075245,TEM-143,ARO:3001006
CAJ17558.1,AM049399,TEM-144,ARO:3001007
AAZ14083.2,DQ105528,TEM-145,ARO:3001012
AAZ14084.2,DQ105529,TEM-146,ARO:3001013
ABB84515.1,DQ279850,TEM-147,ARO:3001014
CAJ32372.1,AM087454,TEM-148,ARO:3001015
ABC96711.1,DQ369751,TEM-149,ARO:3001016
CAO98721.1,AM849805,TEM-15,ARO:3000886
CAJ66089.1,AM183304,TEM-150,ARO:3001017
ABI74448.1,DQ834729,TEM-151,ARO:3001018
ABI74447.1,DQ834728,TEM-152,ARO:3001019
AGA83484.1,KC149518,TEM-153,ARO:3001369
ACO07310.1,FJ807656,TEM-154,ARO:3001020
ABG77582.1,DQ679961,TEM-155,ARO:3001021
CAQ00120.1,AM941159,TEM-156,ARO:3001022
ABI81768.1,DQ909059,TEM-157,ARO:3001023
ABQ00181.1,EF534736,TEM-158,ARO:3001024
ABM54869.1,EF136376,TEM-159,ARO:3001025
CAA46346.1,X65254,TEM-16,ARO:3000887
ABM54870.1,EF136377,TEM-160,ARO:3001026
ABO64442.1,EF468463,TEM-162,ARO:3001028
ACF32746.1,EU815939,TEM-163,ARO:3001029
ABX71157.1,EU274580,TEM-164,ARO:3001030
ACI25375.1,FJ197316,TEM-166,ARO:3001032
ACJ04051.1,FJ360884,TEM-167,ARO:3001033
ACR22829.1,FJ919776,TEM-168,ARO:3001034
ACP18864.1,FJ873740,TEM-169,ARO:3001035
CAA74912.2,Y14574,TEM-17,ARO:3000888
ADA79630.1,GQ149347,TEM-171,ARO:3001037
ADB90239.1,GU550123,TEM-176,ARO:3001041
CBJ06718.1,FN652295,TEM-177,ARO:3001042
CAA65888.1,X97254,TEM-178,ARO:3001043
ADP20705.1,HQ317449,TEM-182,ARO:3001373
ADR71220.1,HQ529916,TEM-183,ARO:3001045
CCA61905.1,FR848831,TEM-184,ARO:3001375
AEG64812.1,JF795538,TEM-185,ARO:3001374
AET99222.1,JN227084,TEM-186,ARO:3001046
ADM61585.1,HM246246,TEM-187,ARO:3001047
AEL17198.1,JN211012,TEM-188,ARO:3001048
AEL79515.1,JN254627,TEM-189,ARO:3001049
AFN21551.1,JX042489,TEM-19,ARO:3000890
AEL88240.1,JN416112,TEM-190,ARO:3001050
AEQ59621.1,JF949916,TEM-191,ARO:3001051
AEQ59620.1,JF949915,TEM-192,ARO:3001052
AFC75523.1,JN935135,TEM-193,ARO:3001053
AFC75524.1,JN935136,TEM-194,ARO:3001054
AFC75525.1,JN935137,TEM-195,ARO:3001055
AFE48832.1,JQ034306,TEM-196,ARO:3001376
AEK48085.1,HQ877606,TEM-197,ARO:3001056
BAL68178.1,AB700703,TEM-198,ARO:3001057
AFN69127.1,JX050178,TEM-199,ARO:3001058
CAA38429.1,X54606,TEM-2,ARO:3000874
CAA76793.1,Y17581,TEM-20,ARO:3000891
AFS44742.1,JX310327,TEM-201,ARO:3001378
AGZ20205.1,KC900516,TEM-205,ARO:3001382
AGK82336.1,KC783461,TEM-206,ARO:3001383
AGK40892.1,KC818234,TEM-207,ARO:3001384
AGL39384.1,KC865667,TEM-208,ARO:3001385
AGW25367.1,KF240808,TEM-209,ARO:3001386
CAA76794.1,Y17582,TEM-21,ARO:3000892
AHA80960.1,KF513179,TEM-211,ARO:3001388
AHA58207.1,KF663615,TEM-213,ARO:3001390
AJO16044.1,KP050491,TEM-214,ARO:3001391
AJO16045.1,KP050492,TEM-215,ARO:3001392
AHJ78622.1,KF944358,TEM-216,ARO:3001393
CDN33426.1,HG934763,TEM-217,ARO:3001394
AIS39742.1,KM114268,TEM-219,ARO:3003157
CAA76795.1,Y17583,TEM-22,ARO:3000893
AIW68620.1,KM998962.1,TEM-220,ARO:3003158
CAA46345.1,X65253,TEM-24,ARO:3000894
AAC36883.1,L19940,TEM-26,ARO:3000896
AAC32891.1,U37195,TEM-28,ARO:3000898
CAA76796.1,Y17584,TEM-29,ARO:3000899
CAA45828.1,X64523,TEM-3,ARO:3000875
CAD24670.1,AJ437107,TEM-30,ARO:3000900
ADL13944.1,GU371926,TEM-33,ARO:3000903
AGE11905.1,KC292503,TEM-34,ARO:3000904
WP_063864911.1,NG_050265,TEM-4,ARO:3000876
CBX53726.1,FR717535,TEM-40,ARO:3000910
CAA66659.1,X98047,TEM-42,ARO:3000911
AAC32889.2,U95363,TEM-43,ARO:3000912
CAA64682.1,X95401,TEM-45,ARO:3000914
CAA71322.1,Y10279,TEM-47,ARO:3000916
CAA71323.1,Y10280,TEM-48,ARO:3000917
CAA71324.1,Y10281,TEM-49,ARO:3000918
CAA73933.1,Y13612,TEM-52,ARO:3000921
AAD22538.1,AF104441,TEM-53,ARO:3000922
AAD22539.1,AF104442,TEM-54,ARO:3000923
ABB97007.1,DQ286729,TEM-55,ARO:3000924
ACJ43254.1,FJ405211,TEM-57,ARO:3000926
AAD45935.1,AF062386,TEM-59,ARO:3000928
CAA41038.1,X57972,TEM-6,ARO:3000878
AAC05975.1,AF047171,TEM-60,ARO:3000929
AAK17194.1,AF332513,TEM-63,ARO:3000931
AAD33116.2,AF091113,TEM-67,ARO:3000934
CAB92324.1,AJ239002,TEM-68,ARO:3000935
AAO33760.1,AF527798,TEM-7,ARO:3000879
AAF01046.1,AF188199,TEM-70,ARO:3000936
AAL03985.1,AF203816,TEM-71,ARO:3000937
AAF19151.1,AF157553,TEM-72,ARO:3000938
CAB65358.1,AJ012256,TEM-73,ARO:3000939
AAN05028.1,AY130284,TEM-75,ARO:3000941
AAF05613.1,AF190694,TEM-76,ARO:3000942
CAB65358.1,AJ012256,TEM-77,ARO:3000943
AAF05612.1,AF190693,TEM-78,ARO:3000944
AAF05611.1,AF190692,TEM-79,ARO:3000946
CAA46344.1,X65252,TEM-8,ARO:3000880
AAM15527.1,AF347054,TEM-80,ARO:3000947
AAL29433.1,AF427127,TEM-81,ARO:3000948
AAL29434.1,AF427128,TEM-82,ARO:3000949
AAL29435.1,AF427129,TEM-83,ARO:3000950
AAL29436.1,AF427130,TEM-84,ARO:3000951
CAC43229.1,AJ277414,TEM-85,ARO:3000952
CAC43230.1,AJ277415,TEM-86,ARO:3000953
AAG44570.1,AF250872,TEM-87,ARO:3000954
AAK14792.1,AY027590,TEM-88,ARO:3000955
AAK71474.1,AY039040,TEM-89,ARO:3000956
AAK30619.1,AF351241,TEM-90,ARO:3000957
BAB16308.1,AB049569,TEM-91,ARO:3000958
AAF66653.1,AF143804,TEM-92,ARO:3000959
CAC85660.1,AJ318093,TEM-93,ARO:3000960
CAC85661.1,AJ318094,TEM-94,ARO:3000961
CAC67290.1,AJ308558,TEM-95,ARO:3000962
AAM22276.1,AY092401,TEM-96,ARO:3000963
AAD09860.1,AF090987,tet30,ARO:3000561
CAC80727.1,AJ250203,tet31,ARO:3000476
CAC41371.1,AJ295238,tet32,ARO:3000196
CAD12227.1,AJ420072,tet33,ARO:3000478
BAB59035.1,AB061440,tet34,ARO:3002870
AAK37619.1,AF353562,tet35,ARO:3000481
CAD55718.1,AJ514254,tet36,ARO:3000197
AAN28721.1,AF540889,tet37,ARO:3002871
AAV80464.1,AY825285,tet38,ARO:3000565
AAW66497.1,AY743590,tet39,ARO:3000566
AFK31666.1,JQ740052,tet40,ARO:3000567
AAP93922.1,AY264780,tet41,ARO:3000569
ACD35503.1,EU523697,tet42,ARO:3000572
ACS83748.1,GQ244501,tet43,ARO:3000573
CBH51823.1,FN594949,tet44,ARO:3000556
ADE08374.2,GU584222,tet45,ARO:3003196
YP_007503840.1,NC_020418,tetA,ARO:3000165
AAA20116.1,L20800,tetA(P),ARO:3000180
BAC67143.1,AB089595,tetB,ARO:3000166
AAA20117.1,L20800,tetB(P),ARO:3000195
AAO16462.1,AY171578,tetC,ARO:3000167
CAE51745.1,BX664015,tetD,ARO:3000168
AAA71915.1,L06940,tetE,ARO:3000173
AAD25538.1,AF133139,tetG,ARO:3000174
CAA75663.1,Y15510,tetH,ARO:3000175
AAD12753.1,AF038993,tetJ,ARO:3000177
YP_003283625.1,NC_013452,tetK,ARO:3000178
AAA22851.1,M11036,tetL,ARO:3000179
CAJ67339.1,AM180355,tetM,ARO:3000186
AAA23033.1,M18896,tetO,ARO:3000190
CAA79727.1,Z21523,tetQ,ARO:3000191
CAD09823.1,AL513383,tetR,ARO:3003479
AAA25293.1,L09756,tetS,ARO:3000192
AAF01499.1,L42544,tetT,ARO:3000193
AAB08924.1,U01917.1,tetU,ARO:3003934
AAB84282.1,AF030344,tetV,ARO:3000181
ACA23185.1,EU434751,tetW,ARO:3000194
AAA27471.1,M37699,tetX,ARO:3000205
AAC72341.1,AF070999,tetY,ARO:3000182
AAD25063.1,AF121000,tetZ,ARO:3000183
CAC33832.1,AJ250876,"THIN-B beta-lactamase",ARO:3000851
AAD37403.1,AF148067,TLA-1,ARO:3003202
CAG27800.1,AJ698325,TLA-2,ARO:3003203
WP_059512353.1,NG_050312,TLA-3,ARO:3003204
AAA19882.1,L25634,"TLE beta-lactamase",ARO:3003562
AAD12162.1,AF055922,"tlrB conferring tylosin resistance",ARO:3001299
AAA26832.1,M57437,tlrC,ARO:3002827
CAB12108.2,AL009126,tmrB,ARO:3003059
ACN32294.1,FJ768952,tolC,ARO:3000237
NP_248846.1,NC_002516.2,TriA,ARO:3003679
NP_248847.1,NC_002516.2,TriB,ARO:3003680
NP_248848.1,NC_002516.2,TriC,ARO:3003681
CCP44409.1,AL123456,tsnr,ARO:3003060
AAN63648.1,AF441287,"TUS-1 beta-lactamase",ARO:3000844
WP_004025678.1,NC_011374,"Ureaplasma urealyticum  gyrB conferring resistance to fluoroquinolone",ARO:3003305
WP_010891786.1,NC_002162.1,"Ureaplasma urealyticum parC conferring resistance to fluoroquinolone",ARO:3003309
AAA65956.1,M97297,vanA,ARO:3000010
AHH83938.1,KF823969,vanB,ARO:3000013
AAA24786.1,AF162694,vanC,ARO:3000368
AAM09849.1,AY082011,vanD,ARO:3000005
AAL27442.1,FJ872411,vanE,ARO:3002907
AAF36803.1,AF155139,vanF,ARO:3002908
ABA71731.1,DQ212986,vanG,ARO:3002909
AAA65955.1,M97297,vanHA,ARO:3002942
AAB05626.1,U35369,vanHB,ARO:3002943
AAM09850.1,AY082011,vanHD,ARO:3002944
AAF36802.1,AF155139,vanHF,ARO:3002945
ACL82960.1,FJ349556,vanHM,ARO:3002947
AHA41499.1,KF478993,vanHO,ARO:3002948
AEP96393.1,HQ433580,vanI,ARO:3003723
NP_627787,NC_003888,vanJ,ARO:3002914
WP_011461306,NC_007907,vanKI,ARO:3003727
ABX54687.1,EU250284,vanL,ARO:3002910
ACL82961.1,FJ349556,vanM,ARO:3002911
